childtaxa_id,childtaxa_name,childtaxa_rank,parent,parent_rank,source
239734,Gelidium hommersandii,species,Gelidium,genus,ncbi
210417,Gelidium japonicum,species,Gelidium,genus,ncbi
194821,Gelidium pluma,species,Gelidium,genus,ncbi
143013,Gelidium crinale,species,Gelidium,genus,ncbi
143006,Gelidium rex,species,Gelidium,genus,ncbi
143004,Gelidium microdonticum,species,Gelidium,genus,ncbi
143003,Gelidium chilense,species,Gelidium,genus,ncbi
101508,Gelidium tenuifolium,species,Gelidium,genus,ncbi
82841,Gelidium subfastigiatum,species,Gelidium,genus,ncbi
82840,Gelidium linoides,species,Gelidium,genus,ncbi
58179,Gelidium pristoides,species,Gelidium,genus,ncbi
58178,Gelidium arbuscula,species,Gelidium,genus,ncbi
37202,Gelidium pteridifolium,species,Gelidium,genus,ncbi
37201,Gelidium pacificum,species,Gelidium,genus,ncbi
37200,Gelidium elegans,species,Gelidium,genus,ncbi
37199,Gelidium abbottiorum,species,Gelidium,genus,ncbi
37198,Gelidium divaricatum,species,Gelidium,genus,ncbi
35171,Gelidium vagum,species,Gelidium,genus,ncbi
31406,Gelidium sesquipedale,species,Gelidium,genus,ncbi
31405,Gelidium serrulatum,species,Gelidium,genus,ncbi
31404,Gelidium robustum,species,Gelidium,genus,ncbi
31403,Gelidium pusillum,species,Gelidium,genus,ncbi
31402,Gelidium purpurascens,species,Gelidium,genus,ncbi
31401,Gelidium micropterum,species,Gelidium,genus,ncbi
31400,Gelidium attenuatum,species,Gelidium,genus,ncbi
28856,Gelidium capense,species,Gelidium,genus,ncbi
28855,Gelidium canariensis,species,Gelidium,genus,ncbi
28854,Gelidium americanum,species,Gelidium,genus,ncbi
28853,Gelidium allanii,species,Gelidium,genus,ncbi
28852,Gelidium pulchellum,species,Gelidium,genus,ncbi
28851,Gelidium latifolium,species,Gelidium,genus,ncbi
28850,Gelidium floridanum,species,Gelidium,genus,ncbi
28849,Gelidium coulteri,species,Gelidium,genus,ncbi
28016,Gelidium caulacantheum,species,Gelidium,genus,ncbi
2812,Gelidium amansii,species,Gelidium,genus,ncbi
796370,Gelinaria ulvoidea,species,Gelinaria,genus,ncbi
332489,Georgiella confluens,species,Georgiella,genus,ncbi
341002,Gigartina grandifida,species,Gigartina,genus,ncbi
169075,Gigartina pectinata,species,Gigartina,genus,ncbi
163840,Gigartina macrocarpa,species,Gigartina,genus,ncbi
163340,Gigartina polycarpa,species,Gigartina,genus,ncbi
163339,Gigartina pinnata,species,Gigartina,genus,ncbi
163338,Gigartina bracteata,species,Gigartina,genus,ncbi
163328,Gigartina cf. tuberculosa,species,Gigartina,genus,ncbi
95353,Gigartina divaricata,species,Gigartina,genus,ncbi
35183,Gigartina skottsbergii,species,Gigartina,genus,ncbi
35182,Gigartina muelleriana,species,Gigartina,genus,ncbi
35181,Gigartina clavifera,species,Gigartina,genus,ncbi
33671,Gigartina radula,species,Gigartina,genus,ncbi
33670,Gigartina pistillata,species,Gigartina,genus,ncbi
33668,Gigartina clathrata,species,Gigartina,genus,ncbi
33666,Gigartina atropurpurea,species,Gigartina,genus,ncbi
33665,Gigartina alveata,species,Gigartina,genus,ncbi
1578063,Glaphyrosiphon aucklandica,species,Glaphyrosiphon,genus,ncbi
931256,Glaphyrosiphon chilensis,species,Glaphyrosiphon,genus,ncbi
931255,Glaphyrosiphon lindaueri,species,Glaphyrosiphon,genus,ncbi
931254,Glaphyrosiphon intestinalis,species,Glaphyrosiphon,genus,ncbi
1197752,Glaphyrymenia pustulosa,species,Glaphyrymenia,genus,ncbi
1635104,Gloiocallis dendroidea,species,Gloiocallis,genus,ncbi
1780088,Gloiocladia saccata,species,Gloiocladia,genus,ncbi
1399965,Gloiocladia japonica,species,Gloiocladia,genus,ncbi
1074205,Gloiocladia atlantica,species,Gloiocladia,genus,ncbi
997497,Gloiocladia australis,species,Gloiocladia,genus,ncbi
620814,Gloiocladia repens,species,Gloiocladia,genus,ncbi
620813,Gloiocladia iyoensis,species,Gloiocladia,genus,ncbi
620812,Gloiocladia microspora,species,Gloiocladia,genus,ncbi
620811,Gloiocladia pelicana,species,Gloiocladia,genus,ncbi
620810,Gloiocladia tenuissima,species,Gloiocladia,genus,ncbi
522302,Gloiocladia laciniata,species,Gloiocladia,genus,ncbi
522301,Gloiocladia fryeana,species,Gloiocladia,genus,ncbi
515838,Gloiocladia spinulosa,species,Gloiocladia,genus,ncbi
397497,Gloiocladia fruticulosa,species,Gloiocladia,genus,ncbi
397496,Gloiocladia furcata,species,Gloiocladia,genus,ncbi
406708,Gloioderma polycarpum,species,Gloioderma,genus,ncbi
406706,Gloioderma saccatum,species,Gloioderma,genus,ncbi
406699,Gloioderma halymenioides,species,Gloioderma,genus,ncbi
409941,Gloiopeltis tenax,species,Gloiopeltis,genus,ncbi
42017,Gloiopeltis furcata,species,Gloiopeltis,genus,ncbi
2824,Gloiopeltis complanata,species,Gloiopeltis,genus,ncbi
1583022,Gloiosiphonia verticillaris,species,Gloiosiphonia,genus,ncbi
257579,Gloiosiphonia capillaris,species,Gloiosiphonia,genus,ncbi
282363,Gonimophyllum skottsbergii,species,Gonimophyllum,genus,ncbi
1711607,Gracilaria manilaensis,species,Gracilaria,genus,ncbi
1674929,Gracilaria babae,species,Gracilaria,genus,ncbi
1577639,Gracilaria crassa,species,Gracilaria,genus,ncbi
1574224,Gracilaria cearensis,species,Gracilaria,genus,ncbi
1458456,Gracilaria rhodymenioides,species,Gracilaria,genus,ncbi
1317110,Gracilaria irregularis,species,Gracilaria,genus,ncbi
1187962,Gracilaria brasiliensis,species,Gracilaria,genus,ncbi
1184158,Gracilaria ferox,species,Gracilaria,genus,ncbi
1183060,Gracilaria isabellana,species,Gracilaria,genus,ncbi
1172980,Gracilaria chouae,species,Gracilaria,genus,ncbi
1077413,Gracilaria taiwanensis,species,Gracilaria,genus,ncbi
1077395,Gracilaria truncata,species,Gracilaria,genus,ncbi
1077394,Gracilaria stipitata,species,Gracilaria,genus,ncbi
1064536,Gracilaria birdiae,species,Gracilaria,genus,ncbi
997612,Gracilaria epihippisora,species,Gracilaria,genus,ncbi
997611,Gracilaria dawsonii,species,Gracilaria,genus,ncbi
997610,Gracilaria abbottiana,species,Gracilaria,genus,ncbi
556281,Gracilaria debilis,species,Gracilaria,genus,ncbi
556280,Gracilaria fergusonii,species,Gracilaria,genus,ncbi
545167,Gracilaria cylindrica,species,Gracilaria,genus,ncbi
448387,Gracilaria parvispora,species,Gracilaria,genus,ncbi
448386,Gracilaria chorda,species,Gracilaria,genus,ncbi
439548,Gracilaria coronopifolia,species,Gracilaria,genus,ncbi
439547,Gracilaria dotyi,species,Gracilaria,genus,ncbi
360295,Gracilaria huangii,species,Gracilaria,genus,ncbi
356489,Gracilaria conferta,species,Gracilaria,genus,ncbi
340926,Gracilaria confervoides,species,Gracilaria,genus,ncbi
340451,Gracilaria incurvata,species,Gracilaria,genus,ncbi
340450,Gracilaria cuneifolia,species,Gracilaria,genus,ncbi
330876,Gracilaria firma,species,Gracilaria,genus,ncbi
313411,Gracilaria asiatica,species,Gracilaria,genus,ncbi
313410,Gracilaria cacalia,species,Gracilaria,genus,ncbi
305691,Gracilaria punctata,species,Gracilaria,genus,ncbi
305687,Gracilaria vieillardii,species,Gracilaria,genus,ncbi
301533,Gracilaria dura,species,Gracilaria,genus,ncbi
301532,Gracilaria longa,species,Gracilaria,genus,ncbi
301531,Gracilaria armata,species,Gracilaria,genus,ncbi
298876,Gracilaria articulata,species,Gracilaria,genus,ncbi
298875,Gracilaria gigas,species,Gracilaria,genus,ncbi
269665,Gracilaria oliveirarum,species,Gracilaria,genus,ncbi
269646,Gracilaria yoneshigueana,species,Gracilaria,genus,ncbi
269645,Gracilaria smithsoniensis,species,Gracilaria,genus,ncbi
269643,Gracilaria galetensis,species,Gracilaria,genus,ncbi
269640,Gracilaria hayi,species,Gracilaria,genus,ncbi
257814,Gracilaria vermiculophylla,species,Gracilaria,genus,ncbi
223961,Gracilaria millardetii,species,Gracilaria,genus,ncbi
223960,Gracilaria denticulata,species,Gracilaria,genus,ncbi
223959,Gracilaria corticata,species,Gracilaria,genus,ncbi
223957,Gracilaria canaliculata,species,Gracilaria,genus,ncbi
223956,Gracilaria aculeata,species,Gracilaria,genus,ncbi
207925,Gracilaria venezuelensis,species,Gracilaria,genus,ncbi
206548,Gracilaria cliftonii,species,Gracilaria,genus,ncbi
203694,Gracilaria eucheumoides,species,Gracilaria,genus,ncbi
203266,Gracilaria blodgettii,species,Gracilaria,genus,ncbi
191042,Gracilaria foliifera,species,Gracilaria,genus,ncbi
172974,Gracilaria urvilleii,species,Gracilaria,genus,ncbi
172973,Gracilaria secundata,species,Gracilaria,genus,ncbi
172972,Gracilaria spinulosa,species,Gracilaria,genus,ncbi
172970,Gracilaria eucheumatoides,species,Gracilaria,genus,ncbi
172969,Gracilaria changii,species,Gracilaria,genus,ncbi
172968,Gracilaria salicornia,species,Gracilaria,genus,ncbi
172967,Gracilaria arcuata,species,Gracilaria,genus,ncbi
172966,Gracilaria edulis,species,Gracilaria,genus,ncbi
172965,Gracilaria dentata,species,Gracilaria,genus,ncbi
172964,Gracilaria capensis,species,Gracilaria,genus,ncbi
172963,Gracilaria beckeri,species,Gracilaria,genus,ncbi
172962,Gracilaria bursa-pastoris,species,Gracilaria,genus,ncbi
172961,Gracilaria domingensis,species,Gracilaria,genus,ncbi
172960,Gracilaria cervicornis,species,Gracilaria,genus,ncbi
172959,Gracilaria crassissima,species,Gracilaria,genus,ncbi
172957,Gracilaria curtissiae,species,Gracilaria,genus,ncbi
172956,Gracilaria intermedia,species,Gracilaria,genus,ncbi
172955,Gracilaria flabelliformis,species,Gracilaria,genus,ncbi
172954,Gracilaria lacinulata,species,Gracilaria,genus,ncbi
172953,Gracilaria caudata,species,Gracilaria,genus,ncbi
172952,Gracilaria apiculata,species,Gracilaria,genus,ncbi
172951,Gracilaria usneoides,species,Gracilaria,genus,ncbi
172950,Gracilaria damaecornis,species,Gracilaria,genus,ncbi
172949,Gracilaria textorii,species,Gracilaria,genus,ncbi
172948,Gracilaria mammillaris,species,Gracilaria,genus,ncbi
172947,Gracilaria occidentalis,species,Gracilaria,genus,ncbi
172946,Gracilaria ornata,species,Gracilaria,genus,ncbi
172945,Gracilaria multipartita,species,Gracilaria,genus,ncbi
172944,Gracilaria cuneata,species,Gracilaria,genus,ncbi
38400,Gracilaria robusta,species,Gracilaria,genus,ncbi
31471,Gracilaria pacifica,species,Gracilaria,genus,ncbi
31470,Gracilaria cornea,species,Gracilaria,genus,ncbi
2779,Gracilaria tikvahiae,species,Gracilaria,genus,ncbi
2777,Gracilaria gracilis,species,Gracilaria,genus,ncbi
2776,Gracilaria tenuistipitata,species,Gracilaria,genus,ncbi
2775,Gracilaria chilensis,species,Gracilaria,genus,ncbi
42480,Gracilariophila oryzoides,species,Gracilariophila,genus,ncbi
1399953,Gracilariopsis bailiniae,species,Gracilariopsis,genus,ncbi
1042181,Gracilariopsis silvana,species,Gracilariopsis,genus,ncbi
1042180,Gracilariopsis carolinensis,species,Gracilariopsis,genus,ncbi
1042179,Gracilariopsis hommersandii,species,Gracilariopsis,genus,ncbi
1042171,Gracilariopsis cata-luziana,species,Gracilariopsis,genus,ncbi
486814,Gracilariopsis persica,species,Gracilariopsis,genus,ncbi
486813,Gracilariopsis mclachlanii,species,Gracilariopsis,genus,ncbi
486812,Gracilariopsis funicularis,species,Gracilariopsis,genus,ncbi
408198,Gracilariopsis andersonii,species,Gracilariopsis,genus,ncbi
342824,Gracilariopsis nhatrangensis,species,Gracilariopsis,genus,ncbi
224259,Gracilariopsis funiculus,species,Gracilariopsis,genus,ncbi
172982,Gracilariopsis costaricensis,species,Gracilariopsis,genus,ncbi
172980,Gracilariopsis megaspora,species,Gracilariopsis,genus,ncbi
172979,Gracilariopsis sjoestedtii,species,Gracilariopsis,genus,ncbi
172978,Gracilariopsis heteroclada,species,Gracilariopsis,genus,ncbi
172976,Gracilariopsis longissima,species,Gracilariopsis,genus,ncbi
38299,Gracilariopsis cf. lemaneiformis,species,Gracilariopsis,genus,ncbi
31472,Gracilariopsis tenuifrons,species,Gracilariopsis,genus,ncbi
2782,Gracilariopsis lemaneiformis,species,Gracilariopsis,genus,ncbi
525895,Grania efflorescens,species,Grania,genus,ncbi
525895,Grania efflorescens,species,Grania,genus,ncbi
1660227,Grateloupia fastigiata,species,Grateloupia,genus,ncbi
1562373,Grateloupia proteus,species,Grateloupia,genus,ncbi
1561944,Grateloupia chiangii,species,Grateloupia,genus,ncbi
1547598,Grateloupia denticulata,species,Grateloupia,genus,ncbi
1400247,Grateloupia prolifera,species,Grateloupia,genus,ncbi
1347085,Grateloupia angusta,species,Grateloupia,genus,ncbi
1260292,Grateloupia taiwanensis,species,Grateloupia,genus,ncbi
1260291,Grateloupia gibbesii,species,Grateloupia,genus,ncbi
1134035,Grateloupia okamurae,species,Grateloupia,genus,ncbi
1068724,Grateloupia orientalis,species,Grateloupia,genus,ncbi
1000459,Grateloupia yangjiangensis,species,Grateloupia,genus,ncbi
884980,Grateloupia ovata,species,Grateloupia,genus,ncbi
795833,Grateloupia violacea,species,Grateloupia,genus,ncbi
557418,Grateloupia californica,species,Grateloupia,genus,ncbi
417830,Grateloupia lanceola,species,Grateloupia,genus,ncbi
321989,Grateloupia capensis,species,Grateloupia,genus,ncbi
313580,Grateloupia hawaiiana,species,Grateloupia,genus,ncbi
313579,Grateloupia belangeri,species,Grateloupia,genus,ncbi
313577,Grateloupia phuquocensis,species,Grateloupia,genus,ncbi
313576,Grateloupia somalensis,species,Grateloupia,genus,ncbi
288766,Grateloupia urvilleana,species,Grateloupia,genus,ncbi
260582,Grateloupia minima,species,Grateloupia,genus,ncbi
260578,Grateloupia luxurians,species,Grateloupia,genus,ncbi
237475,Grateloupia subpectinata,species,Grateloupia,genus,ncbi
222714,Grateloupia huertana,species,Grateloupia,genus,ncbi
203894,Grateloupia americana,species,Grateloupia,genus,ncbi
203893,Grateloupia stipitata,species,Grateloupia,genus,ncbi
203892,Grateloupia schizophylla,species,Grateloupia,genus,ncbi
203891,Grateloupia ramossissima,species,Grateloupia,genus,ncbi
203890,Grateloupia filiformis,species,Grateloupia,genus,ncbi
203889,Grateloupia dichotoma,species,Grateloupia,genus,ncbi
185956,Grateloupia doryphora,species,Grateloupia,genus,ncbi
176236,Grateloupia porcea,species,Grateloupia,genus,ncbi
169076,Grateloupia johnstonii,species,Grateloupia,genus,ncbi
151735,Grateloupia asiatica,species,Grateloupia,genus,ncbi
151734,Grateloupia acuminata,species,Grateloupia,genus,ncbi
151733,Grateloupia lanceolata,species,Grateloupia,genus,ncbi
151732,Grateloupia sparsa,species,Grateloupia,genus,ncbi
128531,Grateloupia versicolor,species,Grateloupia,genus,ncbi
118375,Grateloupia turuturu,species,Grateloupia,genus,ncbi
118374,Grateloupia livida,species,Grateloupia,genus,ncbi
118373,Grateloupia kurogii,species,Grateloupia,genus,ncbi
118372,Grateloupia imbricata,species,Grateloupia,genus,ncbi
118371,Grateloupia elliptica,species,Grateloupia,genus,ncbi
118370,Grateloupia divaricata,species,Grateloupia,genus,ncbi
118369,Grateloupia catenata,species,Grateloupia,genus,ncbi
118368,Grateloupia carnosa,species,Grateloupia,genus,ncbi
38373,Grateloupia longifolia,species,Grateloupia,genus,ncbi
31455,Grateloupia filicina,species,Grateloupia,genus,ncbi
997799,Griffithsia subcylindrica,species,Griffithsia,genus,ncbi
997782,Griffithsia schousboei,species,Griffithsia,genus,ncbi
997781,Griffithsia heteromorpha,species,Griffithsia,genus,ncbi
536595,Griffithsia corallina,species,Griffithsia,genus,ncbi
291168,Griffithsia okiensis,species,Griffithsia,genus,ncbi
291167,Griffithsia koreana,species,Griffithsia,genus,ncbi
242732,Griffithsia traversii,species,Griffithsia,genus,ncbi
242731,Griffithsia tomo-yamadae,species,Griffithsia,genus,ncbi
242730,Griffithsia teges,species,Griffithsia,genus,ncbi
242729,Griffithsia corallinoides,species,Griffithsia,genus,ncbi
242728,Griffithsia antarctica,species,Griffithsia,genus,ncbi
83288,Griffithsia japonica,species,Griffithsia,genus,ncbi
42003,Griffithsia monilis,species,Griffithsia,genus,ncbi
35689,Griffithsia pacifica,species,Griffithsia,genus,ncbi
35159,Griffithsia globulifera,species,Griffithsia,genus,ncbi
1310127,Gulsonia nodulosa,species,Gulsonia,genus,ncbi
1874423,Gymnogongrus guadalupensis,species,Gymnogongrus,genus,ncbi
207662,Gymnogongrus martinensis,species,Gymnogongrus,genus,ncbi
181224,Gymnogongrus johnstonii,species,Gymnogongrus,genus,ncbi
38549,Gymnogongrus torulosus,species,Gymnogongrus,genus,ncbi
38548,Gymnogongrus furcatus,species,Gymnogongrus,genus,ncbi
38547,Gymnogongrus antarcticus,species,Gymnogongrus,genus,ncbi
38546,Gymnogongrus griffithsiae,species,Gymnogongrus,genus,ncbi
38545,Gymnogongrus crenulatus,species,Gymnogongrus,genus,ncbi
38474,Gymnogongrus dilatatus,species,Gymnogongrus,genus,ncbi
31440,Gymnogongrus turquetii,species,Gymnogongrus,genus,ncbi
193182,Gymnothamnion elegans,species,Gymnothamnion,genus,ncbi
867924,Haemescharia polygyna,species,Haemescharia,genus,ncbi
1880591,Halarachnion parvum,species,Halarachnion,genus,ncbi
1545846,Halarachnion louisianensis,species,Halarachnion,genus,ncbi
1545845,Halarachnion latissimum,species,Halarachnion,genus,ncbi
31423,Halarachnion ligulatum,species,Halarachnion,genus,ncbi
662037,Halichrysis corallinarius,species,Halichrysis,genus,ncbi
367038,Halichrysis concrescens,species,Halichrysis,genus,ncbi
38335,Halichrysis micans,species,Halichrysis,genus,ncbi
1405420,Halopeltis willisii,species,Halopeltis,genus,ncbi
1188050,Halopeltis pellucida,species,Halopeltis,genus,ncbi
1188048,Halopeltis adnata,species,Halopeltis,genus,ncbi
748755,Halopeltis gracilis,species,Halopeltis,genus,ncbi
748754,Halopeltis prostrata,species,Halopeltis,genus,ncbi
748681,Halopeltis austrina,species,Halopeltis,genus,ncbi
748680,Halopeltis verrucosa,species,Halopeltis,genus,ncbi
522300,Halopeltis australis,species,Halopeltis,genus,ncbi
121067,Halopithys incurva,species,Halopithys,genus,ncbi
1550624,Halurus equisetifolius,species,Halurus,genus,ncbi
189638,Halurus flosculosus,species,Halurus,genus,ncbi
189652,Halydictyon mirabile,species,Halydictyon,genus,ncbi
1864486,Halymenia cf. pseudofloresii,species,Halymenia,genus,ncbi
1864485,Halymenia cf. floresii,species,Halymenia,genus,ncbi
1674931,Halymenia malaysiana,species,Halymenia,genus,ncbi
1583026,Halymenia californica,species,Halymenia,genus,ncbi
1506554,Halymenia latifolia,species,Halymenia,genus,ncbi
1276176,Halymenia tondoana,species,Halymenia,genus,ncbi
1276175,Halymenia harveyana,species,Halymenia,genus,ncbi
997820,Halymenia stipitata,species,Halymenia,genus,ncbi
795832,Halymenia abyssicola,species,Halymenia,genus,ncbi
795831,Halymenia actinophysa,species,Halymenia,genus,ncbi
672353,Halymenia pseudofloresii,species,Halymenia,genus,ncbi
417829,Halymenia formosa,species,Halymenia,genus,ncbi
370307,Halymenia schizymenioides,species,Halymenia,genus,ncbi
313575,Halymenia durvillei,species,Halymenia,genus,ncbi
260215,Halymenia sinensis,species,Halymenia,genus,ncbi
185957,Halymenia floridana,species,Halymenia,genus,ncbi
159591,Halymenia maculata,species,Halymenia,genus,ncbi
118377,Halymenia floresii,species,Halymenia,genus,ncbi
118376,Halymenia dilatata,species,Halymenia,genus,ncbi
42021,Halymenia plana,species,Halymenia,genus,ncbi
1210007,Haraldiophyllum udoensis,species,Haraldiophyllum,genus,ncbi
167977,Haraldiophyllum bonnemaisonii,species,Haraldiophyllum,genus,ncbi
131105,Haraldiophyllum mirabile,species,Haraldiophyllum,genus,ncbi
131066,Haraldiophyllum ramirezii,species,Haraldiophyllum,genus,ncbi
282355,Harveyella mirabilis,species,Harveyella,genus,ncbi
1792818,Helminthocladia densa,species,Helminthocladia,genus,ncbi
1286232,Helminthocladia kempii,species,Helminthocladia,genus,ncbi
997925,Helminthocladia rhizoidea,species,Helminthocladia,genus,ncbi
935651,Helminthocladia calvadosii,species,Helminthocladia,genus,ncbi
908973,Helminthocladia hudsonii,species,Helminthocladia,genus,ncbi
260093,Helminthocladia australis,species,Helminthocladia,genus,ncbi
1653317,Helminthora lindaueri,species,Helminthora,genus,ncbi
908974,Helminthora divaricata,species,Helminthora,genus,ncbi
268575,Helminthora australis,species,Helminthora,genus,ncbi
131068,Hemineura frondosa,species,Hemineura,genus,ncbi
259825,Hennedya crispa,species,Hennedya,genus,ncbi
38380,Heringia mirabilis,species,Heringia,genus,ncbi
397019,Herpochondria corallinae,species,Herpochondria,genus,ncbi
326259,Herpochondria elegans,species,Herpochondria,genus,ncbi
1583027,Herposiphonia verticillata,species,Herposiphonia,genus,ncbi
1424641,Herposiphonia secunda,species,Herposiphonia,genus,ncbi
1261569,Herposiphonia parca,species,Herposiphonia,genus,ncbi
1308468,Heterodasya mucronata,species,Heterodasya,genus,ncbi
131070,Heterodoxia denticulata,species,Heterodoxia,genus,ncbi
332495,Heteroptilon pappeanum,species,Heteroptilon,genus,ncbi
997926,Heterosiphonia crispella,species,Heterosiphonia,genus,ncbi
756401,Heterosiphonia densiuscula,species,Heterosiphonia,genus,ncbi
189631,Heterosiphonia pulchra,species,Heterosiphonia,genus,ncbi
189630,Heterosiphonia muelleri,species,Heterosiphonia,genus,ncbi
189629,Heterosiphonia japonica,species,Heterosiphonia,genus,ncbi
189628,Heterosiphonia gunniana,species,Heterosiphonia,genus,ncbi
94301,Heterosiphonia plumosa,species,Heterosiphonia,genus,ncbi
94297,Heterosiphonia gibbesii,species,Heterosiphonia,genus,ncbi
212751,Hildenbrandia patula,species,Hildenbrandia,genus,ncbi
212750,Hildenbrandia dawsonii,species,Hildenbrandia,genus,ncbi
212747,Hildenbrandia lecannellieri,species,Hildenbrandia,genus,ncbi
135206,Hildenbrandia rivularis,species,Hildenbrandia,genus,ncbi
135205,Hildenbrandia crouanii,species,Hildenbrandia,genus,ncbi
108286,Hildenbrandia occidentalis,species,Hildenbrandia,genus,ncbi
108285,Hildenbrandia angolensis,species,Hildenbrandia,genus,ncbi
31481,Hildenbrandia rubra,species,Hildenbrandia,genus,ncbi
31480,Hildenbrandia prototypus,species,Hildenbrandia,genus,ncbi
710542,Hollenbergia subulata,species,Hollenbergia,genus,ncbi
710541,Hollenbergia nigricans,species,Hollenbergia,genus,ncbi
130878,Holmesia capensis,species,Holmesia,genus,ncbi
282361,Holmsella australis,species,Holmsella,genus,ncbi
282360,Holmsella pachyderma,species,Holmsella,genus,ncbi
257592,Hummbrella hydra,species,Hummbrella,genus,ncbi
142510,Hyalosiphonia caespitosa,species,Hyalosiphonia,genus,ncbi
1232878,Hydropuntia fisheri,species,Hydropuntia,genus,ncbi
1232877,Hydropuntia multifurcata,species,Hydropuntia,genus,ncbi
1232876,Hydropuntia changii,species,Hydropuntia,genus,ncbi
1232873,Hydropuntia preissiana,species,Hydropuntia,genus,ncbi
448389,Hydropuntia edulis,species,Hydropuntia,genus,ncbi
356490,Hydropuntia cornea,species,Hydropuntia,genus,ncbi
338881,Hydropuntia rangiferina,species,Hydropuntia,genus,ncbi
269642,Hydropuntia secunda,species,Hydropuntia,genus,ncbi
197869,Hydropuntia perplexa,species,Hydropuntia,genus,ncbi
191046,Hydropuntia pauciramosa,species,Hydropuntia,genus,ncbi
1583023,Hymenena multiloba,species,Hymenena,genus,ncbi
1077400,Hymenena durvillei,species,Hymenena,genus,ncbi
994792,Hymenena kylinii,species,Hymenena,genus,ncbi
158645,Hymenena venosa,species,Hymenena,genus,ncbi
158644,Hymenena palmata,species,Hymenena,genus,ncbi
158643,Hymenena multipartita,species,Hymenena,genus,ncbi
130883,Hymenena laciniata,species,Hymenena,genus,ncbi
130882,Hymenena fryeana,species,Hymenena,genus,ncbi
130881,Hymenena flabelligera,species,Hymenena,genus,ncbi
130880,Hymenena curdieana,species,Hymenena,genus,ncbi
128539,Hymenena falklandica,species,Hymenena,genus,ncbi
1848507,Hymenocladia conspersa,species,Hymenocladia,genus,ncbi
1827008,Hymenocladia usnea,species,Hymenocladia,genus,ncbi
91060,Hymenocladia chondricola,species,Hymenocladia,genus,ncbi
322167,Hymenocladiopsis prolifera,species,Hymenocladiopsis,genus,ncbi
38333,Hymenocladiopsis crustigena,species,Hymenocladiopsis,genus,ncbi
1866962,Hypnea brasiliensis,species,Hypnea,genus,ncbi
1545697,Hypnea pseudomusciformis,species,Hypnea,genus,ncbi
1524268,Hypnea cf. musciformis,species,Hypnea,genus,ncbi
1524266,Hypnea flava,species,Hypnea,genus,ncbi
1524265,Hypnea edeniana,species,Hypnea,genus,ncbi
673454,Hypnea caespitosa,species,Hypnea,genus,ncbi
673453,Hypnea asiatica,species,Hypnea,genus,ncbi
673452,Hypnea viridis,species,Hypnea,genus,ncbi
673451,Hypnea tenuis,species,Hypnea,genus,ncbi
673450,Hypnea rosea,species,Hypnea,genus,ncbi
673449,Hypnea nidulans,species,Hypnea,genus,ncbi
673448,Hypnea nidifica,species,Hypnea,genus,ncbi
387623,Hypnea cervicornis,species,Hypnea,genus,ncbi
257580,Hypnea ramentacea,species,Hypnea,genus,ncbi
223962,Hypnea spicifera,species,Hypnea,genus,ncbi
213656,Hypnea yamadae,species,Hypnea,genus,ncbi
213655,Hypnea stellulifera,species,Hypnea,genus,ncbi
202272,Hypnea valentiae,species,Hypnea,genus,ncbi
164054,Hypnea volubilis,species,Hypnea,genus,ncbi
164053,Hypnea boergesenii,species,Hypnea,genus,ncbi
105608,Hypnea spinella,species,Hypnea,genus,ncbi
105607,Hypnea pannosa,species,Hypnea,genus,ncbi
105606,Hypnea japonica,species,Hypnea,genus,ncbi
105605,Hypnea flexicaulis,species,Hypnea,genus,ncbi
105604,Hypnea flagelliformis,species,Hypnea,genus,ncbi
105603,Hypnea cornuta,species,Hypnea,genus,ncbi
105602,Hypnea chordacea,species,Hypnea,genus,ncbi
105601,Hypnea charoides,species,Hypnea,genus,ncbi
31429,Hypnea musciformis,species,Hypnea,genus,ncbi
997931,Hypneocolax stellaris,species,Hypneocolax,genus,ncbi
997933,Hypoglossum rhizophorum,species,Hypoglossum,genus,ncbi
158647,Hypoglossum hypoglossoides,species,Hypoglossum,genus,ncbi
158646,Hypoglossum anomalum,species,Hypoglossum,genus,ncbi
1265889,Incendia crenata,species,Incendia,genus,ncbi
1265888,Incendia undulata,species,Incendia,genus,ncbi
1265886,Incendia basilii,species,Incendia,genus,ncbi
1265883,Incendia glabra,species,Incendia,genus,ncbi
1265880,Incendia cryptotricha,species,Incendia,genus,ncbi
1265877,Incendia regularis,species,Incendia,genus,ncbi
123988,Inkyuleea mariana,species,Inkyuleea,genus,ncbi
123987,Inkyuleea ballioides,species,Inkyuleea,genus,ncbi
536597,Involucrana crassa,species,Involucrana,genus,ncbi
168822,Iridaea micans,species,Iridaea,genus,ncbi
38343,Iridaea tuberculosa,species,Iridaea,genus,ncbi
29225,Iridaea cordata,species,Iridaea,genus,ncbi
169083,Iridophycus sinicola,species,Iridophycus,genus,ncbi
169082,Iridophycus reediae,species,Iridophycus,genus,ncbi
169081,Iridophycus fulgens,species,Iridophycus,genus,ncbi
169080,Iridophycus coriaceum,species,Iridophycus,genus,ncbi
645529,Irtugovia pacifica,species,Irtugovia,genus,ncbi
261725,Irvinea boergesenii,species,Irvinea,genus,ncbi
81611,Irvinea ardreana,species,Irvinea,genus,ncbi
1653393,Izziella hommersandii,species,Izziella,genus,ncbi
1653390,Izziella kuroshioensis,species,Izziella,genus,ncbi
1653389,Izziella formosana,species,Izziella,genus,ncbi
284066,Izziella orientalis,species,Izziella,genus,ncbi
