childtaxa_id,childtaxa_name,childtaxa_rank,parent,parent_rank,source
860634,Janczewskia morimotoi,species,Janczewskia,genus,ncbi
860633,Janczewskia hawaiiana,species,Janczewskia,genus,ncbi
1789643,Judithia delicatissima,species,Judithia,genus,ncbi
1550625,Kallymenia crouaniorum,species,Kallymenia,genus,ncbi
1472009,Kallymenia lacerata,species,Kallymenia,genus,ncbi
1233030,Kallymenia cribrogloea,species,Kallymenia,genus,ncbi
997935,Kallymenia thompsonii,species,Kallymenia,genus,ncbi
997934,Kallymenia sessilis,species,Kallymenia,genus,ncbi
529244,Kallymenia requienii,species,Kallymenia,genus,ncbi
529243,Kallymenia patens,species,Kallymenia,genus,ncbi
529242,Kallymenia feldmannii,species,Kallymenia,genus,ncbi
217484,Kallymenia limminghii,species,Kallymenia,genus,ncbi
217483,Kallymenia cribrosa,species,Kallymenia,genus,ncbi
142492,Kallymenia tasmanica,species,Kallymenia,genus,ncbi
128532,Kallymenia rosea,species,Kallymenia,genus,ncbi
40406,Kallymenia reniformis,species,Kallymenia,genus,ncbi
38555,Kallymenia antarctica,species,Kallymenia,genus,ncbi
217486,Kallymeniopsis oblongifructa,species,Kallymeniopsis,genus,ncbi
1450167,Kappaphycus inermis,species,Kappaphycus,genus,ncbi
1408293,Kappaphycus malesianus,species,Kappaphycus,genus,ncbi
88410,Kappaphycus striatus,species,Kappaphycus,genus,ncbi
88409,Kappaphycus cottonii,species,Kappaphycus,genus,ncbi
38544,Kappaphycus alvarezii,species,Kappaphycus,genus,ncbi
1399955,Kintokiocolax aggregato-cerantha,species,Kintokiocolax,genus,ncbi
142512,Kraftia dichotoma,species,Kraftia,genus,ncbi
228262,Kuetzingia canaliculata,species,Kuetzingia,genus,ncbi
1631798,Kumanoa montagnei,species,Kumanoa,genus,ncbi
1443915,Kumanoa gibberosa,species,Kumanoa,genus,ncbi
1343919,Kumanoa capensis,species,Kumanoa,genus,ncbi
1232734,Kumanoa intorta,species,Kumanoa,genus,ncbi
1196392,Kumanoa holtonii,species,Kumanoa,genus,ncbi
1196391,Kumanoa louisianae,species,Kumanoa,genus,ncbi
1196390,Kumanoa gracillima,species,Kumanoa,genus,ncbi
1196388,Kumanoa tabagatenensis,species,Kumanoa,genus,ncbi
1196387,Kumanoa mahlacensis,species,Kumanoa,genus,ncbi
1196386,Kumanoa faroensis,species,Kumanoa,genus,ncbi
1196385,Kumanoa iriomotensis,species,Kumanoa,genus,ncbi
1196380,Kumanoa curvata,species,Kumanoa,genus,ncbi
1196379,Kumanoa novaecaledonensis,species,Kumanoa,genus,ncbi
1196378,Kumanoa gudjewga,species,Kumanoa,genus,ncbi
1196377,Kumanoa americana,species,Kumanoa,genus,ncbi
1196376,Kumanoa procarpa,species,Kumanoa,genus,ncbi
1196375,Kumanoa skujana,species,Kumanoa,genus,ncbi
1196374,Kumanoa vittata,species,Kumanoa,genus,ncbi
723659,Kumanoa globospora,species,Kumanoa,genus,ncbi
723658,Kumanoa equisetoidea,species,Kumanoa,genus,ncbi
723657,Kumanoa cipoensis,species,Kumanoa,genus,ncbi
723656,Kumanoa breviarticulata,species,Kumanoa,genus,ncbi
723655,Kumanoa amazonensis,species,Kumanoa,genus,ncbi
723654,Kumanoa abilii,species,Kumanoa,genus,ncbi
644274,Kumanoa spermatiophora,species,Kumanoa,genus,ncbi
644273,Kumanoa ambigua,species,Kumanoa,genus,ncbi
644272,Kumanoa virgatodecaisneana,species,Kumanoa,genus,ncbi
644270,Kumanoa australica,species,Kumanoa,genus,ncbi
1858662,Laurencia snackeyi,species,Laurencia,genus,ncbi
1617885,Laurencia coelenterata,species,Laurencia,genus,ncbi
1583034,Laurencia saitoi,species,Laurencia,genus,ncbi
1534569,Laurencia cf. brongniartii MCGR-2014a,species,Laurencia,genus,ncbi
1380052,Laurencia laurahuertana,species,Laurencia,genus,ncbi
1167837,Laurencia oliveirana,species,Laurencia,genus,ncbi
1167835,Laurencia aldingensis,species,Laurencia,genus,ncbi
998119,Laurencia tenera,species,Laurencia,genus,ncbi
997939,Laurencia galtsoffii,species,Laurencia,genus,ncbi
997938,Laurencia decumbens,species,Laurencia,genus,ncbi
997937,Laurencia crustiformans,species,Laurencia,genus,ncbi
997936,Laurencia brachyclados,species,Laurencia,genus,ncbi
860636,Laurencia nipponica,species,Laurencia,genus,ncbi
860635,Laurencia mcdermidiae,species,Laurencia,genus,ncbi
700169,Laurencia dendroidea,species,Laurencia,genus,ncbi
689811,Laurencia pyramidalis,species,Laurencia,genus,ncbi
689810,Laurencia cf. nidifica,species,Laurencia,genus,ncbi
689809,Laurencia nidifica,species,Laurencia,genus,ncbi
689808,Laurencia cf. mcdermidiae,species,Laurencia,genus,ncbi
689807,Laurencia cf. mariannensis,species,Laurencia,genus,ncbi
689805,Laurencia cf. kuetzingii,species,Laurencia,genus,ncbi
689798,Laurencia cf. majuscula,species,Laurencia,genus,ncbi
681646,Laurencia caduciramulosa,species,Laurencia,genus,ncbi
470949,Laurencia majuscula,species,Laurencia,genus,ncbi
469475,Laurencia caraibica,species,Laurencia,genus,ncbi
424516,Laurencia venusta,species,Laurencia,genus,ncbi
324766,Laurencia rigida,species,Laurencia,genus,ncbi
290688,Laurencia pacifica,species,Laurencia,genus,ncbi
288677,Laurencia scoparia,species,Laurencia,genus,ncbi
209200,Laurencia paniculata,species,Laurencia,genus,ncbi
201072,Laurencia tronoi,species,Laurencia,genus,ncbi
201071,Laurencia patentiramea,species,Laurencia,genus,ncbi
201069,Laurencia flexilis,species,Laurencia,genus,ncbi
197330,Laurencia natalensis,species,Laurencia,genus,ncbi
197329,Laurencia intricata,species,Laurencia,genus,ncbi
197328,Laurencia flexuosa,species,Laurencia,genus,ncbi
197327,Laurencia complanata,species,Laurencia,genus,ncbi
197326,Laurencia catarinensis,species,Laurencia,genus,ncbi
197325,Laurencia brongniartii,species,Laurencia,genus,ncbi
197323,Laurencia translucida,species,Laurencia,genus,ncbi
159594,Laurencia pinnatifida,species,Laurencia,genus,ncbi
137763,Laurencia obtusa,species,Laurencia,genus,ncbi
110462,Laurencia filiformis,species,Laurencia,genus,ncbi
99904,Laurencia viridis,species,Laurencia,genus,ncbi
99903,Laurencia thyrsifera,species,Laurencia,genus,ncbi
99902,Laurencia cf. perforata,species,Laurencia,genus,ncbi
282357,Leachiella pacifica,species,Leachiella,genus,ncbi
536599,Lejolisia pacifica,species,Lejolisia,genus,ncbi
1652147,Lemanea manipurensis,species,Lemanea,genus,ncbi
259681,Lemanea torulosa,species,Lemanea,genus,ncbi
69148,Lemanea fucina,species,Lemanea,genus,ncbi
69146,Lemanea borealis,species,Lemanea,genus,ncbi
67900,Lemanea fluviatilis,species,Lemanea,genus,ncbi
159725,Lembergia allanii,species,Lembergia,genus,ncbi
1789647,Leniea lubrica,species,Leniea,genus,ncbi
228258,Lenormandia marginata,species,Lenormandia,genus,ncbi
155554,Lenormandia spectabilis,species,Lenormandia,genus,ncbi
155553,Lenormandia smithiae,species,Lenormandia,genus,ncbi
155552,Lenormandia pardalis,species,Lenormandia,genus,ncbi
155551,Lenormandia latifolia,species,Lenormandia,genus,ncbi
155550,Lenormandia angustifolia,species,Lenormandia,genus,ncbi
110478,Lenormandia muelleri,species,Lenormandia,genus,ncbi
110466,Lenormandia prolifera,species,Lenormandia,genus,ncbi
1583065,Leptocladia binghamiae,species,Leptocladia,genus,ncbi
31419,Leptocladia conferta,species,Leptocladia,genus,ncbi
1719028,Leptofauchea munseomica,species,Leptofauchea,genus,ncbi
1719027,Leptofauchea cocosana,species,Leptofauchea,genus,ncbi
1104995,Leptofauchea leptophylla,species,Leptofauchea,genus,ncbi
406715,Leptofauchea chiloensis,species,Leptofauchea,genus,ncbi
406714,Leptofauchea rhodymenioides,species,Leptofauchea,genus,ncbi
406713,Leptofauchea nitophylloides,species,Leptofauchea,genus,ncbi
406712,Leptofauchea earleae,species,Leptofauchea,genus,ncbi
319519,Leptofauchea pacifica,species,Leptofauchea,genus,ncbi
680465,Leptophyllis conferta,species,Leptophyllis,genus,ncbi
1261571,Leptosiphonia schousboei,species,Leptosiphonia,genus,ncbi
81613,Leptosomia rosea,species,Leptosomia,genus,ncbi
860638,Leveillea jungermannioides,species,Leveillea,genus,ncbi
1635109,Liagora nesophila,species,Liagora,genus,ncbi
998120,Liagora robusta,species,Liagora,genus,ncbi
935654,Liagora pectinata,species,Liagora,genus,ncbi
935653,Liagora distenta,species,Liagora,genus,ncbi
406719,Liagora viscida,species,Liagora,genus,ncbi
406718,Liagora harveyana,species,Liagora,genus,ncbi
406717,Liagora australasica,species,Liagora,genus,ncbi
268576,Liagora mannarensis,species,Liagora,genus,ncbi
260095,Liagora ceranoides,species,Liagora,genus,ncbi
260094,Liagora boergesenii,species,Liagora,genus,ncbi
259035,Liagora donaldiana,species,Liagora,genus,ncbi
259033,Liagora julieae,species,Liagora,genus,ncbi
259032,Liagora albicans,species,Liagora,genus,ncbi
1653392,Liagoropsis maxima,species,Liagoropsis,genus,ncbi
1826921,Lomentaria divaricata,species,Lomentaria,genus,ncbi
1550533,Lomentaria clavellosa,species,Lomentaria,genus,ncbi
1073995,Lomentaria rawitsheri,species,Lomentaria,genus,ncbi
569520,Lomentaria pinnata,species,Lomentaria,genus,ncbi
515839,Lomentaria articulata,species,Lomentaria,genus,ncbi
406729,Lomentaria orcadensis,species,Lomentaria,genus,ncbi
42025,Lomentaria australis,species,Lomentaria,genus,ncbi
38336,Lomentaria catenata,species,Lomentaria,genus,ncbi
35207,Lomentaria baileyana,species,Lomentaria,genus,ncbi
31500,Lomentaria hakodatensis,species,Lomentaria,genus,ncbi
998121,Lophocladia kipukaia,species,Lophocladia,genus,ncbi
94299,Lophocladia trichoclados,species,Lophocladia,genus,ncbi
1424638,Lophosiphonia reptabunda,species,Lophosiphonia,genus,ncbi
159727,Lophothalia hormoclados,species,Lophothalia,genus,ncbi
158692,Loranthophycus californica,species,Loranthophycus,genus,ncbi
1364881,Macrocarpus perennis,species,Macrocarpus,genus,ncbi
998124,Malaconema minimum,species,Malaconema,genus,ncbi
756402,Marionella schmitziana,species,Marionella,genus,ncbi
158694,Marionella prolifera,species,Marionella,genus,ncbi
261724,Maripelta rotata,species,Maripelta,genus,ncbi
1690264,Martensia albida,species,Martensia,genus,ncbi
1364889,Martensia taiwanifretensis,species,Martensia,genus,ncbi
1364888,Martensia leeii,species,Martensia,genus,ncbi
1364887,Martensia kentingii,species,Martensia,genus,ncbi
1364886,Martensia jejuensis,species,Martensia,genus,ncbi
1364885,Martensia denticulata,species,Martensia,genus,ncbi
1364884,Martensia bibarii,species,Martensia,genus,ncbi
608514,Martensia speciosa,species,Martensia,genus,ncbi
236485,Martensia lewisiae,species,Martensia,genus,ncbi
236484,Martensia formosana,species,Martensia,genus,ncbi
159498,Martensia cf. fragilis,species,Martensia,genus,ncbi
158716,Martensia pavonia,species,Martensia,genus,ncbi
158715,Martensia fragilis,species,Martensia,genus,ncbi
158714,Martensia flabelliformis,species,Martensia,genus,ncbi
158713,Martensia elegans,species,Martensia,genus,ncbi
158696,Martensia australis,species,Martensia,genus,ncbi
1088775,Mastocarpus vancouveriensis,species,Mastocarpus,genus,ncbi
1088774,Mastocarpus rigidus,species,Mastocarpus,genus,ncbi
1088773,Mastocarpus latissimus,species,Mastocarpus,genus,ncbi
1088772,Mastocarpus intermedius,species,Mastocarpus,genus,ncbi
1088771,Mastocarpus cristatus,species,Mastocarpus,genus,ncbi
1088770,Mastocarpus californianus,species,Mastocarpus,genus,ncbi
1088769,Mastocarpus alaskensis,species,Mastocarpus,genus,ncbi
1088766,Mastocarpus agardhii,species,Mastocarpus,genus,ncbi
1051344,Mastocarpus jardinii complex,no rank,Mastocarpus,genus,ncbi
415930,Mastocarpus papillatus complex,no rank,Mastocarpus,genus,ncbi
40514,Mastocarpus pacificus,species,Mastocarpus,genus,ncbi
29227,Mastocarpus stellatus,species,Mastocarpus,genus,ncbi
1452558,Mazzaella minima,species,Mazzaella,genus,ncbi
225488,Mazzaella sanguinea,species,Mazzaella,genus,ncbi
169078,Mazzaella parva,species,Mazzaella,genus,ncbi
169064,Mazzaella parksii,species,Mazzaella,genus,ncbi
168818,Mazzaella phyllocarpa,species,Mazzaella,genus,ncbi
168817,Mazzaella oregona,species,Mazzaella,genus,ncbi
95357,Mazzaella rosea,species,Mazzaella,genus,ncbi
95356,Mazzaella japonica,species,Mazzaella,genus,ncbi
95355,Mazzaella coriacea,species,Mazzaella,genus,ncbi
95354,Mazzaella cobinae,species,Mazzaella,genus,ncbi
38344,Mazzaella membranacea,species,Mazzaella,genus,ncbi
35188,Mazzaella convoluta,species,Mazzaella,genus,ncbi
35187,Mazzaella capensis,species,Mazzaella,genus,ncbi
35186,Mazzaella californica,species,Mazzaella,genus,ncbi
29237,Mazzaella volans,species,Mazzaella,genus,ncbi
29236,Mazzaella splendens,species,Mazzaella,genus,ncbi
29235,Mazzaella linearis,species,Mazzaella,genus,ncbi
29234,Mazzaella lilacina,species,Mazzaella,genus,ncbi
29233,Mazzaella leptorhynchos,species,Mazzaella,genus,ncbi
29232,Mazzaella laminarioides,species,Mazzaella,genus,ncbi
29231,Mazzaella heterocarpa,species,Mazzaella,genus,ncbi
29230,Mazzaella flaccida,species,Mazzaella,genus,ncbi
29229,Mazzaella cornucopiae,species,Mazzaella,genus,ncbi
700708,Meiodiscus concrescens,species,Meiodiscus,genus,ncbi
39572,Meiodiscus spetsbergensis,species,Meiodiscus,genus,ncbi
172989,Melanthalia intermedia,species,Melanthalia,genus,ncbi
172988,Melanthalia concinna,species,Melanthalia,genus,ncbi
172987,Melanthalia abscissa,species,Melanthalia,genus,ncbi
31474,Melanthalia obtusata,species,Melanthalia,genus,ncbi
1280633,Membranoptera alata,species,Membranoptera,genus,ncbi
1206316,Membranoptera fabriciana,species,Membranoptera,genus,ncbi
1204437,Membranoptera platyphylla,species,Membranoptera,genus,ncbi
158720,Membranoptera weeksiae,species,Membranoptera,genus,ncbi
158698,Membranoptera tenuis,species,Membranoptera,genus,ncbi
1403551,Meredithia pseudopeltata,species,Meredithia,genus,ncbi
1403548,Meredithia norfolkensis,species,Meredithia,genus,ncbi
1403544,Meredithia nutleorum,species,Meredithia,genus,ncbi
1281654,Meredithia guiryorum,species,Meredithia,genus,ncbi
1281651,Meredithia kraftii,species,Meredithia,genus,ncbi
1281650,Meredithia crenata,species,Meredithia,genus,ncbi
1261616,Meredithia opuntioides,species,Meredithia,genus,ncbi
1232898,Meredithia nana,species,Meredithia,genus,ncbi
681550,Meredithia microphylla,species,Meredithia,genus,ncbi
88426,Meristiella gelidium,species,Meristiella,genus,ncbi
385022,Meristotheca coacta,species,Meristotheca,genus,ncbi
301694,Meristotheca dakarensis,species,Meristotheca,genus,ncbi
88442,Meristotheca procumbens,species,Meristotheca,genus,ncbi
88428,Meristotheca papulosa,species,Meristotheca,genus,ncbi
1413250,Metapeyssonnelia milleporoides,species,Metapeyssonnelia,genus,ncbi
508033,Metapeyssonnelia corallepida,species,Metapeyssonnelia,genus,ncbi
710543,Microcladia coulteri,species,Microcladia,genus,ncbi
326257,Microcladia borealis,species,Microcladia,genus,ncbi
110471,Micropeuce strobiliferum,species,Micropeuce,genus,ncbi
748728,Microphyllum robustum,species,Microphyllum,genus,ncbi
1827020,Minium parvum,species,Minium,genus,ncbi
998125,Monosporus indicus,species,Monosporus,genus,ncbi
536601,Monosporus pedicellatus,species,Monosporus,genus,ncbi
38382,Montemaria horridula,species,Montemaria,genus,ncbi
536603,Muellerena wattsii,species,Muellerena,genus,ncbi
110473,Murrayella periclados,species,Murrayella,genus,ncbi
408199,Mychodea acanthymenia,species,Mychodea,genus,ncbi
257582,Mychodea pusilla,species,Mychodea,genus,ncbi
257581,Mychodea marginifera,species,Mychodea,genus,ncbi
128533,Mychodea hamata,species,Mychodea,genus,ncbi
42023,Mychodea carnosa,species,Mychodea,genus,ncbi
257585,Mychodeophyllum papillitectum,species,Mychodeophyllum,genus,ncbi
158722,Myriogramme smithii,species,Myriogramme,genus,ncbi
158721,Myriogramme manginii,species,Myriogramme,genus,ncbi
158700,Myriogramme livida,species,Myriogramme,genus,ncbi
291393,Naccaria wiggii,species,Naccaria,genus,ncbi
935621,Nemalion vermiculare,species,Nemalion,genus,ncbi
908972,Nemalion lubricum,species,Nemalion,genus,ncbi
908971,Nemalion multifidum,species,Nemalion,genus,ncbi
35200,Nemalion helminthoides,species,Nemalion,genus,ncbi
202686,Nemalionopsis shawii,species,Nemalionopsis,genus,ncbi
101922,Nemalionopsis tortuosa,species,Nemalionopsis,genus,ncbi
1092457,Nemastoma gelatinosum,species,Nemastoma,genus,ncbi
367057,Nemastoma dichotomum,species,Nemastoma,genus,ncbi
239169,Nemastoma canariense,species,Nemastoma,genus,ncbi
41683,Neoagardhiella baileyi,species,Neoagardhiella,genus,ncbi
142541,Neodilsea yendoana,species,Neodilsea,genus,ncbi
142514,Neodilsea borealis,species,Neodilsea,genus,ncbi
1583063,Neogastroclonium subarticulatum,species,Neogastroclonium,genus,ncbi
1077398,Neoizziella divaricata,species,Neoizziella,genus,ncbi
1077397,Neoizziella asiatica,species,Neoizziella,genus,ncbi
332481,Neoptilota densa,species,Neoptilota,genus,ncbi
320441,Neoptilota hypnoides,species,Neoptilota,genus,ncbi
320440,Neoptilota asplenioides,species,Neoptilota,genus,ncbi
1134036,Neorhodomela munita,species,Neorhodomela,genus,ncbi
756387,Neorhodomela oregona,species,Neorhodomela,genus,ncbi
756386,Neorhodomela aculeata,species,Neorhodomela,genus,ncbi
159598,Neorhodomela larix,species,Neorhodomela,genus,ncbi
1874040,Neosiphonia yongpilii,species,Neosiphonia,genus,ncbi
1677827,Neosiphonia echinata,species,Neosiphonia,genus,ncbi
1652509,Neosiphonia ramireziae,species,Neosiphonia,genus,ncbi
1580046,Neosiphonia thailandica,species,Neosiphonia,genus,ncbi
1436009,Neosiphonia baliana,species,Neosiphonia,genus,ncbi
1436008,Neosiphonia silvae,species,Neosiphonia,genus,ncbi
1231895,Neosiphonia peruviensis,species,Neosiphonia,genus,ncbi
998134,Neosiphonia upolensis,species,Neosiphonia,genus,ncbi
945055,Neosiphonia tepida,species,Neosiphonia,genus,ncbi
945002,Neosiphonia ferulacea,species,Neosiphonia,genus,ncbi
397016,Neosiphonia yendoi,species,Neosiphonia,genus,ncbi
397015,Neosiphonia tongatensis,species,Neosiphonia,genus,ncbi
397014,Neosiphonia teradomariensis,species,Neosiphonia,genus,ncbi
397013,Neosiphonia subtilissima,species,Neosiphonia,genus,ncbi
397012,Neosiphonia sphaerocarpa,species,Neosiphonia,genus,ncbi
397005,Neosiphonia harveyi,species,Neosiphonia,genus,ncbi
397004,Neosiphonia harlandii,species,Neosiphonia,genus,ncbi
397003,Neosiphonia flavimarina,species,Neosiphonia,genus,ncbi
397001,Neosiphonia elongella,species,Neosiphonia,genus,ncbi
397000,Neosiphonia decumbens,species,Neosiphonia,genus,ncbi
282368,Neosiphonia paniculata,species,Neosiphonia,genus,ncbi
173540,Neosiphonia japonica,species,Neosiphonia,genus,ncbi
110920,Neosiphonia savatieri,species,Neosiphonia,genus,ncbi
508038,Nesophila hoggardii,species,Nesophila,genus,ncbi
1550535,Neurocaulon foliosum,species,Neurocaulon,genus,ncbi
158702,Neuroglossum binderianum,species,Neuroglossum,genus,ncbi
89212,Neurymenia fraxinifolia,species,Neurymenia,genus,ncbi
158650,Nienburgia borealis,species,Nienburgia,genus,ncbi
136793,Nienburgia andersoniana,species,Nienburgia,genus,ncbi
199311,Nitophyllum hommersandii,species,Nitophyllum,genus,ncbi
158729,Nitophyllum punctatum,species,Nitophyllum,genus,ncbi
158704,Nitophyllum adhaerens,species,Nitophyllum,genus,ncbi
508039,Nizymenia conferta,species,Nizymenia,genus,ncbi
35195,Nizymenia australis,species,Nizymenia,genus,ncbi
123749,Nocturama antipodites,species,Nocturama,genus,ncbi
257607,Norrissia setchellii,species,Norrissia,genus,ncbi
1866319,Nothocladus verruculosus,species,Nothocladus,genus,ncbi
1866308,Nothocladus diatyches,species,Nothocladus,genus,ncbi
1677793,Nothocladus ranulifer,species,Nothocladus,genus,ncbi
547141,Nothocladus bourrellyi,species,Nothocladus,genus,ncbi
386634,Nothocladus discors,species,Nothocladus,genus,ncbi
123756,Nothocladus lindauri,species,Nothocladus,genus,ncbi
123755,Nothocladus wattsii,species,Nothocladus,genus,ncbi
123754,Nothocladus theaquus,species,Nothocladus,genus,ncbi
123753,Nothocladus pseudogelatinosus,species,Nothocladus,genus,ncbi
123752,Nothocladus kraftii,species,Nothocladus,genus,ncbi
69142,Nothocladus ater,species,Nothocladus,genus,ncbi
39574,Nothocladus nodosus,species,Nothocladus,genus,ncbi
1633779,Nothogenia lingula,species,Nothogenia,genus,ncbi
1633778,Nothogenia neilliae,species,Nothogenia,genus,ncbi
1633777,Nothogenia pseudosaccata,species,Nothogenia,genus,ncbi
1633776,Nothogenia fragilis,species,Nothogenia,genus,ncbi
1633775,Nothogenia pulvinata,species,Nothogenia,genus,ncbi
1633774,Nothogenia ovalis,species,Nothogenia,genus,ncbi
1633773,Nothogenia erinacea,species,Nothogenia,genus,ncbi
1633771,Nothogenia variolosa,species,Nothogenia,genus,ncbi
1633770,Nothogenia chilensis,species,Nothogenia,genus,ncbi
268581,Nothogenia fastigiata,species,Nothogenia,genus,ncbi
508042,Ochtodes secundiramea,species,Ochtodes,genus,ncbi
508041,Ochtodes crockeri,species,Ochtodes,genus,ncbi
1261572,Odonthalia corymbifera,species,Odonthalia,genus,ncbi
1240992,Odonthalia dentata,species,Odonthalia,genus,ncbi
282367,Odonthalia washingtoniensis,species,Odonthalia,genus,ncbi
282366,Odonthalia floccosa,species,Odonthalia,genus,ncbi
158706,Opephyllum martensii,species,Opephyllum,genus,ncbi
1261574,Ophidocladus simpliciusculus,species,Ophidocladus,genus,ncbi
142516,Orculifilum denticulatum,species,Orculifilum,genus,ncbi
911171,Osmundaria obtusiloba,species,Osmundaria,genus,ncbi
228267,Osmundaria colensoi,species,Osmundaria,genus,ncbi
228266,Osmundaria spiralis,species,Osmundaria,genus,ncbi
228265,Osmundaria fimbriata,species,Osmundaria,genus,ncbi
155556,Osmundaria prolifera,species,Osmundaria,genus,ncbi
1855822,Osmundea cf. silvae,species,Osmundea,genus,ncbi
1855821,Osmundea cf. pinnatifida,species,Osmundea,genus,ncbi
1855819,Osmundea prudhommevanreinei,species,Osmundea,genus,ncbi
1855818,Osmundea silvae,species,Osmundea,genus,ncbi
1855817,Osmundea oederi,species,Osmundea,genus,ncbi
290685,Osmundea sinicola,species,Osmundea,genus,ncbi
217287,Osmundea spectabilis,species,Osmundea,genus,ncbi
217286,Osmundea splendens,species,Osmundea,genus,ncbi
217285,Osmundea blinksii,species,Osmundea,genus,ncbi
137767,Osmundea truncata,species,Osmundea,genus,ncbi
137766,Osmundea ramosissima,species,Osmundea,genus,ncbi
137765,Osmundea osmunda,species,Osmundea,genus,ncbi
137764,Osmundea hybrida,species,Osmundea,genus,ncbi
99899,Osmundea pinnatifida,species,Osmundea,genus,ncbi
1684697,Otohimella japonica,species,Otohimella,genus,ncbi
662459,Ozophora lanceolata,species,Ozophora,genus,ncbi
207666,Ozophora norrisii,species,Ozophora,genus,ncbi
38480,Ozophora clevelandii,species,Ozophora,genus,ncbi
288765,Pachymenia orbicularis,species,Pachymenia,genus,ncbi
288764,Pachymenia laciniata,species,Pachymenia,genus,ncbi
257608,Pachymenia cf. orbicularis,species,Pachymenia,genus,ncbi
164056,Pachymenia lusoria,species,Pachymenia,genus,ncbi
164055,Pachymenia carnosa,species,Pachymenia,genus,ncbi
38374,Pachymenia crassa,species,Pachymenia,genus,ncbi
38360,Pachymenia cornea,species,Pachymenia,genus,ncbi
1578120,Pachymeniopsis gargiuli,species,Pachymeniopsis,genus,ncbi
176239,Pachymeniopsis elliptica,species,Pachymeniopsis,genus,ncbi
1380037,Palisada iridescens,species,Palisada,genus,ncbi
998126,Palisada yamadana,species,Palisada,genus,ncbi
936397,Palisada furcata,species,Palisada,genus,ncbi
934962,Palisada flagellifera,species,Palisada,genus,ncbi
860642,Palisada parvipapillata,species,Palisada,genus,ncbi
689830,Palisada cf. robusta,species,Palisada,genus,ncbi
689829,Palisada cf. perforata,species,Palisada,genus,ncbi
689813,Palisada cf. cruciata,species,Palisada,genus,ncbi
470590,Palisada perforata,species,Palisada,genus,ncbi
424507,Palisada corallopsis,species,Palisada,genus,ncbi
397057,Palisada intermedia,species,Palisada,genus,ncbi
201070,Palisada papillosa,species,Palisada,genus,ncbi
700711,Palmaria mollis,species,Palmaria,genus,ncbi
700710,Palmaria hecatensis,species,Palmaria,genus,ncbi
700709,Palmaria callophylloides,species,Palmaria,genus,ncbi
405752,Palmaria marginicrassa,species,Palmaria,genus,ncbi
187399,Palmaria decipiens,species,Palmaria,genus,ncbi
2822,Palmaria palmata,species,Palmaria,genus,ncbi
1798140,Paraglossum amsleri,species,Paraglossum,genus,ncbi
158737,Paraglossum papenfussii,species,Paraglossum,genus,ncbi
158735,Paraglossum fuegiensis,species,Paraglossum,genus,ncbi
158734,Paraglossum epiglossum,species,Paraglossum,genus,ncbi
158708,Paraglossum crassinervium,species,Paraglossum,genus,ncbi
386795,Paralemanea grandis,species,Paralemanea,genus,ncbi
67898,Paralemanea catenata,species,Paralemanea,genus,ncbi
31376,Paralemanea annulata,species,Paralemanea,genus,ncbi
1785969,Parviphycus albertanoae,species,Parviphycus,genus,ncbi
417199,Parviphycus felicinii,species,Parviphycus,genus,ncbi
417198,Parviphycus antipai,species,Parviphycus,genus,ncbi
102629,Parviphycus tenuissimus,species,Parviphycus,genus,ncbi
268578,Patenocarpus paraphysiferus,species,Patenocarpus,genus,ncbi
158710,Patulophycus eclipes,species,Patulophycus,genus,ncbi
998128,Peleophycus multiprocarpium,species,Peleophycus,genus,ncbi
998130,Perikladosporon percurrens,species,Perikladosporon,genus,ncbi
1647383,Perplexiramosus clintonii,species,Perplexiramosus,genus,ncbi
38551,Petroglossum pacificum,species,Petroglossum,genus,ncbi
320783,Petrohua bernabei,species,Petrohua,genus,ncbi
1779846,Peyssonnelia polymorpha,species,Peyssonnelia,genus,ncbi
680461,Peyssonnelia cf. inamoena,species,Peyssonnelia,genus,ncbi
508061,Peyssonnelia boergesenii,species,Peyssonnelia,genus,ncbi
508060,Peyssonnelia valentinii,species,Peyssonnelia,genus,ncbi
508057,Peyssonnelia stoechas,species,Peyssonnelia,genus,ncbi
508056,Peyssonnelia simulans,species,Peyssonnelia,genus,ncbi
508052,Peyssonnelia replicata,species,Peyssonnelia,genus,ncbi
508051,Peyssonnelia nordstedtii,species,Peyssonnelia,genus,ncbi
508050,Peyssonnelia coriacea,species,Peyssonnelia,genus,ncbi
508049,Peyssonnelia conchicola,species,Peyssonnelia,genus,ncbi
508047,Peyssonnelia bornetii,species,Peyssonnelia,genus,ncbi
449125,Peyssonnelia orientalis,species,Peyssonnelia,genus,ncbi
449124,Peyssonnelia mariti,species,Peyssonnelia,genus,ncbi
449122,Peyssonnelia boudouresquei,species,Peyssonnelia,genus,ncbi
389204,Peyssonnelia rubra,species,Peyssonnelia,genus,ncbi
367056,Peyssonnelia novae-hollandiae,species,Peyssonnelia,genus,ncbi
367055,Peyssonnelia capensis,species,Peyssonnelia,genus,ncbi
339600,Peyssonnelia caulifera,species,Peyssonnelia,genus,ncbi
339599,Peyssonnelia immersa,species,Peyssonnelia,genus,ncbi
339598,Peyssonnelia dubyi,species,Peyssonnelia,genus,ncbi
339597,Peyssonnelia atropurpurea,species,Peyssonnelia,genus,ncbi
339596,Peyssonnelia squamaria,species,Peyssonnelia,genus,ncbi
339595,Peyssonnelia japonica,species,Peyssonnelia,genus,ncbi
